Extracted material entries from BeamNG level archives
===============================================
Cliff.zip | material_key=BeachSand | material_name=BeachSand | internalName=BeachSand
johnson_valley.zip | material_key=dirt_rocky-361e0db6-8309-48ef-a7db-83213848f45e | material_name=dirt_rocky-361e0db6-8309-48ef-a7db-83213848f45e | internalName=dirt_rocky
johnson_valley.zip | material_key=dirt_rocky_large-0f4832ca-83e9-46a0-8d4c-fad4cf8d2484 | material_name=dirt_rocky_large-0f4832ca-83e9-46a0-8d4c-fad4cf8d2484 | internalName=dirt_rocky_large
johnson_valley.zip | material_key=dirt_sandy-c54ad9c9-5b4b-4fe7-8656-b0632fa13ad7 | material_name=dirt_sandy-c54ad9c9-5b4b-4fe7-8656-b0632fa13ad7 | internalName=dirt_sandy
johnson_valley.zip | material_key=groundmodel_asphalt1-32744080-f7b2-4f74-b107-6dd6411df5f4 | material_name=groundmodel_asphalt1-32744080-f7b2-4f74-b107-6dd6411df5f4 | internalName=groundmodel_asphalt1
johnson_valley.zip | material_key=johnson_valleyTerrainMaterialTextureSet | material_name=johnson_valleyTerrainMaterialTextureSet | internalName=johnson_valleyTerrainMaterialTextureSet
johnson_valley.zip | material_key=rockydirt-6f8da061-85d6-4757-a5d2-2e48e209422e | material_name=rockydirt-6f8da061-85d6-4757-a5d2-2e48e209422e | internalName=rockydirt
johnson_valley.zip | material_key=sand-8a03fd8e-628a-4c4d-9829-ad6c87bf7390 | material_name=sand-8a03fd8e-628a-4c4d-9829-ad6c87bf7390 | internalName=sand
jungle_rock_island.zip | material_key=BeachSand-3301ba93-466c-487c-996b-e51287ff5ea4 | material_name=BeachSand-3301ba93-466c-487c-996b-e51287ff5ea4 | internalName=BeachSand
jungle_rock_island.zip | material_key=Concrete-5c54444b-ca03-4c79-aa02-eceb8568cd75 | material_name=Concrete-5c54444b-ca03-4c79-aa02-eceb8568cd75 | internalName=Concrete
jungle_rock_island.zip | material_key=Dirt-a44148b9-7fb6-45cc-8eb6-6761e7846b6c | material_name=Dirt-a44148b9-7fb6-45cc-8eb6-6761e7846b6c | internalName=Dirt
jungle_rock_island.zip | material_key=Forest-05ac89eb-832f-4140-9d7f-870a059a2691 | material_name=Forest-05ac89eb-832f-4140-9d7f-870a059a2691 | internalName=Forest
jungle_rock_island.zip | material_key=Grass-92298009-e453-4b68-b3f3-99f018066d47 | material_name=Grass-92298009-e453-4b68-b3f3-99f018066d47 | internalName=Grass
jungle_rock_island.zip | material_key=Grass2-1cbd397c-0225-443c-a644-2ad86cbb6ee9 | material_name=Grass2-1cbd397c-0225-443c-a644-2ad86cbb6ee9 | internalName=Grass2
jungle_rock_island.zip | material_key=JRITerrainTextureSet | material_name=JRITerrainTextureSet | internalName=JRITerrainTextureSet
jungle_rock_island.zip | material_key=Mud-5602597f-55c3-4a33-8cfb-3770dbba86fa | material_name=Mud-5602597f-55c3-4a33-8cfb-3770dbba86fa | internalName=Mud
jungle_rock_island.zip | material_key=Pebbles-1a2894d5-129e-4f2f-b311-ff240965862c | material_name=Pebbles-1a2894d5-129e-4f2f-b311-ff240965862c | internalName=Pebbles
jungle_rock_island.zip | material_key=Rock-bb771e0a-1dbd-4ee1-9c4e-ae778946decc | material_name=Rock-bb771e0a-1dbd-4ee1-9c4e-ae778946decc | internalName=Rock
jungle_rock_island.zip | material_key=Rock_cliff-afa2d2ab-7f3f-4194-a73c-128e1b62108a | material_name=Rock_cliff-afa2d2ab-7f3f-4194-a73c-128e1b62108a | internalName=Rock_cliff
jungle_rock_island.zip | material_key=dirt_loose-8e501e5e-205a-4c52-9e06-2416a0cfb9a8 | material_name=dirt_loose-8e501e5e-205a-4c52-9e06-2416a0cfb9a8 | internalName=dirt_loose
jungle_rock_island.zip | material_key=dirt_rocky_large-0f6ca092-c788-489b-aeeb-8283266a88a0 | material_name=dirt_rocky_large-0f6ca092-c788-489b-aeeb-8283266a88a0 | internalName=dirt_rocky_large
jungle_rock_island.zip | material_key=forest_floor-a1bd2cff-2513-43cc-850a-0b364aa45c9e | material_name=forest_floor-a1bd2cff-2513-43cc-850a-0b364aa45c9e | internalName=forest_floor
jungle_rock_island.zip | material_key=gravel_wet-57812c1c-ac9c-4465-be35-76a90d08c222 | material_name=gravel_wet-57812c1c-ac9c-4465-be35-76a90d08c222 | internalName=gravel_wet
jungle_rock_island.zip | material_key=groundmodel_asphalt1-4fa85c6d-b815-4c52-8170-2c38b6d29fae | material_name=groundmodel_asphalt1-4fa85c6d-b815-4c52-8170-2c38b6d29fae | internalName=groundmodel_asphalt1
small_island.zip | material_key=BeachSand-ce1629b6-eee3-4235-a128-a0d18db55fdd | material_name=BeachSand-ce1629b6-eee3-4235-a128-a0d18db55fdd | internalName=BeachSand
small_island.zip | material_key=Concrete-6c08d6b7-0120-468e-a778-2af66c12c779 | material_name=Concrete-6c08d6b7-0120-468e-a778-2af66c12c779 | internalName=Concrete
small_island.zip | material_key=Grass-b5d49fe1-c62f-4c01-977f-1d9e60ea5d21 | material_name=Grass-b5d49fe1-c62f-4c01-977f-1d9e60ea5d21 | internalName=Grass
small_island.zip | material_key=Grass2-51578125-e9fd-4c64-9def-0eadd6df3a07 | material_name=Grass2-51578125-e9fd-4c64-9def-0eadd6df3a07 | internalName=Grass2
small_island.zip | material_key=Mud-9b23ec82-4404-40c9-82b5-cf76c785e80b | material_name=Mud-9b23ec82-4404-40c9-82b5-cf76c785e80b | internalName=Mud
small_island.zip | material_key=Rock-ea79d794-f667-4a56-b307-5432e0e98d62 | material_name=Rock-ea79d794-f667-4a56-b307-5432e0e98d62 | internalName=Rock
small_island.zip | material_key=RockyDirt-b46acab1-705b-48dc-86af-e9dfbfca0f3e | material_name=RockyDirt-b46acab1-705b-48dc-86af-e9dfbfca0f3e | internalName=RockyDirt
small_island.zip | material_key=SmallIslandTerrainTextureSet | material_name=SmallIslandTerrainTextureSet | internalName=SmallIslandTerrainTextureSet
small_island.zip | material_key=dirt_dusty-c1be0333-ac26-4078-9d5f-35b804501c40 | material_name=dirt_dusty-c1be0333-ac26-4078-9d5f-35b804501c40 | internalName=dirt_dusty
small_island.zip | material_key=dirt_grass-5e8ec884-b679-48f8-89f5-d37e94e9f6e6 | material_name=dirt_grass-5e8ec884-b679-48f8-89f5-d37e94e9f6e6 | internalName=dirt_grass
small_island.zip | material_key=dirt_loose-8e501e5e-205a-4c52-9e06-2416a0cfb9a8 | material_name=dirt_loose-8e501e5e-205a-4c52-9e06-2416a0cfb9a8 | internalName=dirt_loose
small_island.zip | material_key=dirt_rocky_large-bd1ecb5b-5f51-4856-aca2-077c94a12464 | material_name=dirt_rocky_large-bd1ecb5b-5f51-4856-aca2-077c94a12464 | internalName=dirt_rocky_large
small_island.zip | material_key=groundmodel_asphalt1-63be3906-fd08-4df0-9876-85e652d03221 | material_name=groundmodel_asphalt1-63be3906-fd08-4df0-9876-85e652d03221 | internalName=groundmodel_asphalt1
smallgrid.zip | material_key=test-ae3f8ff5-bef8-49f4-aa84-90f0f8d6da0e | material_name=test-ae3f8ff5-bef8-49f4-aa84-90f0f8d6da0e | internalName=test
template.zip | material_key=BeachSand-53659627-ac50-4812-ab11-19b5872dd312 | material_name=BeachSand-53659627-ac50-4812-ab11-19b5872dd312 | internalName=BeachSand
template.zip | material_key=Grass-c2267fe8-dfcc-419a-9227-bbee09484f00 | material_name=Grass-c2267fe8-dfcc-419a-9227-bbee09484f00 | internalName=Grass
west_coast_usa.zip | material_key=Asphalt-dc643310-5b8f-49e3-b218-950a4c3e02d6 | material_name=Asphalt-dc643310-5b8f-49e3-b218-950a4c3e02d6 | internalName=Asphalt
west_coast_usa.zip | material_key=BeachSand-a49964df-ad6c-42ae-a30d-69999af0d715 | material_name=BeachSand-a49964df-ad6c-42ae-a30d-69999af0d715 | internalName=BeachSand
west_coast_usa.zip | material_key=Forest-9cd4833c-ca4d-4563-8c47-c7481f416954 | material_name=Forest-9cd4833c-ca4d-4563-8c47-c7481f416954 | internalName=Forest
west_coast_usa.zip | material_key=Rock_cliff-7d66957c-1683-4347-9d23-7fd86a849c0c | material_name=Rock_cliff-7d66957c-1683-4347-9d23-7fd86a849c0c | internalName=Rock_cliff
west_coast_usa.zip | material_key=asphalt_prepped-1b7d410d-8ac3-4a55-bbed-f8fe5490ef4f | material_name=asphalt_prepped-1b7d410d-8ac3-4a55-bbed-f8fe5490ef4f | internalName=asphalt_prepped
west_coast_usa.zip | material_key=dirt-07214cf7-350c-4cfa-a4d1-3c98bae7a650 | material_name=dirt-07214cf7-350c-4cfa-a4d1-3c98bae7a650 | internalName=dirt
west_coast_usa.zip | material_key=dirt_grass-158d8344-64ee-49bc-b883-e8fe39153ae5 | material_name=dirt_grass-158d8344-64ee-49bc-b883-e8fe39153ae5 | internalName=dirt_grass
west_coast_usa.zip | material_key=dirt_loose-653d03ab-55f8-4b23-be82-63ab05bd87a5 | material_name=dirt_loose-653d03ab-55f8-4b23-be82-63ab05bd87a5 | internalName=dirt_loose
west_coast_usa.zip | material_key=grass-ed220e70-afa1-4796-8ce8-7ab7ff61be74 | material_name=grass-ed220e70-afa1-4796-8ce8-7ab7ff61be74 | internalName=grass
west_coast_usa.zip | material_key=grass2 | material_name=grass2 | internalName=grass2
west_coast_usa.zip | material_key=grass2-abcb7417-4f6c-4d53-a226-1af7167d9c76 | material_name=grass2-abcb7417-4f6c-4d53-a226-1af7167d9c76 | internalName=grass2
west_coast_usa.zip | material_key=gravel-bc0b8033-91be-4bba-af73-56e502ed4377 | material_name=gravel-bc0b8033-91be-4bba-af73-56e502ed4377 | internalName=gravel
west_coast_usa.zip | material_key=west_coast_usaTerrainMaterialTextureSet | material_name=west_coast_usaTerrainMaterialTextureSet | internalName=west_coast_usaTerrainMaterialTextureSet

Distinct internalName values (sorted):
Asphalt
Asphalt_wet
BeachSand
Concrete
Concrete2
Dirt
Forest
GRAVEL
GROUNDMODEL_ASPHALT1
Grass
Grass2
Grass3
Grass4
Gravel
Grid
Ice
Mud
Pebbles
ROCK
Rock
Rock2
Rock_cliff
RockyDirt
Sand
asphalt
asphalt2
asphalt_prepped
concrete
dirt
dirt_dusty
dirt_grass
dirt_loose
dirt_loose_dusty
dirt_rocky
dirt_rocky_large
dirt_sandy
forest
forest_floor
grass
grass1
grass1-dry
grass2
grass3
grass4
gravel
gravel_wet
groundmodel_asphalt1
groundmodel_asphalt_old
ice
marble
mud
rocks_large
rockydirt
sand
snow
